    0.010000    5.045177
    0.015000    5.090229
    0.020000    5.150100
    0.025000    5.224621
    0.030000    5.313580
    0.035000    5.416722
    0.040000    5.533749
    0.045000    5.664320
    0.050000    5.808055
    0.055000    5.964531
    0.060000    6.133282
    0.065000    6.313804
    0.070000    6.505553
    0.075000    6.707948
    0.080000    6.920371
    0.085000    7.142169
    0.090000    7.372656
    0.095000    7.611119
    0.100000    7.856816
    0.105000    8.108985
    0.560000   -3.123891
    0.565000   -1.056581
    0.570000    4.339309
    0.575000    8.424408
    0.580000    7.567149
    0.585000    3.111560
    0.590000    0.420371
    0.595000    3.247509
    0.600000    9.238989
    0.605000   12.139340
    0.610000    9.051237
    0.615000    4.370207
    0.620000    4.799493
    0.625000   10.731533
    0.630000   15.174459
    0.635000   12.788732
    0.640000    7.576031
    0.645000    7.838328
    0.650000   14.219781
    0.655000   18.139997
    1.110000    1.288999
    1.115000   -2.679343
    1.120000    5.918716
    1.125000   -3.099566
    1.130000    2.563442
    1.135000    3.776321
    1.140000   -3.350216
    1.145000    5.775388
    1.150000    0.983297
    1.155000   -1.779827
    1.160000    6.703346
    1.165000   -0.464462
    1.170000   -0.760788
    1.175000    6.798845
    1.180000   -0.605894
    1.185000   -1.084997
    1.190000    6.640379
    1.195000    0.509933
    1.200000   -2.552532
    1.205000    5.504490
    1.660000    2.686331
    1.665000   -1.437167
    1.670000   -7.296078
    1.675000    0.730763
    1.680000   -3.216698
    1.685000   -8.566401
    1.690000   -0.138651
    1.695000   -7.231271
    1.700000   -7.987170
    1.705000   -1.976467
    1.710000  -11.947874
    1.715000   -4.700496
    1.720000   -8.613595
    1.725000  -11.262676
    1.730000   -5.375139
    1.735000  -15.086122
    1.740000   -5.907132
    1.745000  -15.497869
    1.750000   -8.856159
    1.755000  -14.678495
    2.210000    2.562815
    2.215000   -0.075088
    2.220000   -6.864991
    2.225000    1.000885
    2.230000   -1.442908
    2.235000   -7.501412
    2.240000    1.330638
    2.245000   -5.580925
    2.250000   -5.306985
    2.255000   -0.168623
    2.260000   -9.409614
    2.265000   -0.125071
    2.270000   -8.161450
    2.275000   -3.511512
    2.280000   -5.479067
    2.285000   -6.639359
    2.290000   -3.812304
    2.295000   -8.346743
    2.300000   -3.432992
    2.305000   -8.772769
    2.760000   -0.555686
    2.765000    0.306285
    2.770000    5.776449
    2.775000   -2.696882
    2.780000    5.921555
    2.785000    4.159639
    2.790000   -1.031640
    2.795000    7.962568
    2.800000    5.725692
    2.805000    0.021127
    2.810000    7.289209
    2.815000   10.225519
    2.820000    3.419468
    2.825000    3.117792
    2.830000   10.444736
    2.835000   12.480184
    2.840000    7.292933
    2.845000    4.152852
    2.850000    7.667500
    2.855000   13.443733
    3.310000   -1.157661
    3.315000   -2.855789
    3.320000   -0.305828
    3.325000    5.444333
    3.330000    8.624928
    3.335000    4.942977
    3.340000   -0.096176
    3.345000    3.126095
    3.350000   10.206269
    3.355000    7.344628
    3.360000    1.484860
    3.365000    8.219554
    3.370000   11.254574
    3.375000    3.141303
    3.380000    9.242225
    3.385000   11.617979
    3.390000    4.015690
    3.395000   13.653909
    3.400000    7.478733
    3.405000    9.971106
    3.860000    1.808304
    3.865000    0.981601
    3.870000    0.654747
    3.875000    0.843927
    3.880000    1.486529
    3.885000    2.369630
    3.890000    3.009906
    3.895000    2.620078
    3.900000    0.418360
    3.905000   -3.529543
    3.910000   -7.360761
    3.915000   -7.866284
    3.920000   -3.763294
    3.925000    0.592133
    3.930000   -1.635499
    3.935000   -8.577873
    3.940000   -8.615051
    3.945000   -1.644866
    3.950000   -3.984272
    3.955000  -11.476244
    4.410000    1.278833
    4.415000   -1.885218
    4.420000   -5.758999
    4.425000   -8.505386
    4.430000   -7.698045
    4.435000   -3.313610
    4.440000   -0.342097
    4.445000   -4.376187
    4.450000  -11.051104
    4.455000   -8.989776
    4.460000   -2.774470
    4.465000   -8.347569
    4.470000  -13.267511
    4.475000   -5.152806
    4.480000  -10.210224
    4.485000  -13.622831
    4.490000   -6.048371
    4.495000  -16.238926
    4.500000   -8.115915
    4.505000  -15.423551
    4.960000   -1.703170
    4.965000    0.677622
    4.970000   -1.183233
    4.975000    1.495515
    4.980000   -3.257766
    4.985000    4.283593
    4.990000   -5.095880
    4.995000    3.169800
    5.000000    0.879197
    5.005000   -4.577913
    5.010000    3.656146
    5.015000    2.943554
    5.020000   -4.061409
    5.025000   -1.710909
    5.030000    4.711157
    5.035000    5.124357
    5.040000    0.587554
    5.045000   -3.023371
    5.050000   -3.188608
    5.055000   -1.000960
    5.510000    0.491326
    5.515000   -2.309535
    5.520000   -0.941738
    5.525000    5.316770
    5.530000    8.966494
    5.535000    3.612632
    5.540000    0.626302
    5.545000    9.091711
    5.550000    8.385627
    5.555000    2.247929
    5.560000   12.050882
    5.565000    6.124528
    5.570000    8.944183
    5.575000   10.898994
    5.580000    8.178323
    5.585000   12.529860
    5.590000   10.524035
    5.595000   11.015438
    5.600000   15.836887
    5.605000    8.264153
